1,1|8,8|1,8
1,1|8,8|1,8
1,2|8,7|1,7
1,2|8,7|1,7
1,3|8,7|1,6
1,3|8,7|1,6
1,4|8,7|2,6
1,4|8,7|2,6
1,5|8,7|3,6
1,5|8,7|3,6
1,5|8,7|4,6
1,5|8,7|4,6
1,5|8,7|5,6
1,5|8,7|5,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,5|8,7|6,6
1,4|8,6|5,6
1,4|8,6|5,6
1,3|8,5|4,6
1,3|8,5|4,6
2,3|8,4|4,5
2,3|8,4|4,5
3,3|8,3|4,5
3,3|8,3|4,5
4,3|7,3|4,5
4,3|7,3|4,5
4,2|6,3|4,5
4,2|6,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,2|5,3|4,5
4,1|6,3|4,6
4,1|6,3|4,6
5,1|7,3|4,7
5,1|7,3|4,7
6,1|6,3|4,8
6,1|6,3|4,8
7,1|6,3|3,8
7,1|6,3|3,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
7,1|6,3|2,8
